,Year,Indicator,State Name,Data Value
38,2015,Cocaine (T40.5),Tennessee,1551.0
39,2015,Cocaine (T40.5),Texas,0.0
40,2015,Cocaine (T40.5),Utah,469.0
41,2015,Cocaine (T40.5),Vermont,119.0
42,2015,Cocaine (T40.5),Virginia,1676.0
43,2015,Cocaine (T40.5),Washington,1024.0
44,2015,Cocaine (T40.5),West Virginia,902.0
45,2015,Cocaine (T40.5),Wisconsin,209.0
46,2015,Cocaine (T40.5),Wyoming,0.0
47,2015,Heroin (T40.1),Alabama,0.0
48,2015,Heroin (T40.1),Alaska,73.0
49,2015,Heroin (T40.1),Arizona,0.0
50,2015,Heroin (T40.1),Arkansas,0.0
51,2015,Heroin (T40.1),California,0.0
52,2015,Heroin (T40.1),Colorado,0.0
53,2015,Heroin (T40.1),Connecticut,3991.0
54,2015,Heroin (T40.1),Delaware,0.0
55,2015,Heroin (T40.1),District of Columbia,702.0
56,2015,Heroin (T40.1),Florida,0.0
57,2015,Heroin (T40.1),Georgia,1199.0
58,2015,Heroin (T40.1),Hawaii,0.0
59,2015,Heroin (T40.1),Idaho,0.0
60,2015,Heroin (T40.1),Illinois,8230.0
61,2015,Heroin (T40.1),Indiana,0.0
62,2015,Heroin (T40.1),Iowa,438.0
63,2015,Heroin (T40.1),Kansas,0.0
64,2015,Heroin (T40.1),Kentucky,0.0
65,2015,Heroin (T40.1),Maine,559.0
66,2015,Heroin (T40.1),Maryland,4289.0
67,2015,Heroin (T40.1),Massachusetts,624.0
68,2015,Heroin (T40.1),Michigan,0.0
69,2015,Heroin (T40.1),Minnesota,0.0
70,2015,Heroin (T40.1),Mississippi,0.0
71,2015,Heroin (T40.1),Missouri,0.0
72,2015,Heroin (T40.1),Montana,0.0
73,2015,Heroin (T40.1),Nevada,976.0
74,2015,Heroin (T40.1),New Hampshire,1118.0
75,2015,Heroin (T40.1),New Jersey,0.0
76,2015,Heroin (T40.1),New Mexico,1885.0
77,2015,Heroin (T40.1),New York,7261.0
78,2015,Heroin (T40.1),North Carolina,3856.0
79,2015,Heroin (T40.1),Ohio,12474.0
80,2015,Heroin (T40.1),Oklahoma,322.0
81,2015,Heroin (T40.1),Oregon,1421.0
82,2015,Heroin (T40.1),Rhode Island,818.0
83,2015,Heroin (T40.1),South Carolina,939.0
84,2015,Heroin (T40.1),South Dakota,0.0
85,2015,Heroin (T40.1),Tennessee,1605.0
86,2015,Heroin (T40.1),Texas,0.0
87,2015,Heroin (T40.1),Utah,1429.0
88,2015,Heroin (T40.1),Vermont,378.0
89,2015,Heroin (T40.1),Virginia,3572.0
90,2015,Heroin (T40.1),Washington,3559.0
91,2015,Heroin (T40.1),West Virginia,2280.0
92,2015,Heroin (T40.1),Wisconsin,576.0
93,2015,Heroin (T40.1),Wyoming,0.0
94,2015,Methadone (T40.3),Alabama,0.0
95,2015,Methadone (T40.3),Alaska,20.0
96,2015,Methadone (T40.3),Arizona,0.0
97,2015,Methadone (T40.3),Arkansas,0.0
98,2015,Methadone (T40.3),California,0.0
99,2015,Methadone (T40.3),Colorado,0.0
100,2015,Methadone (T40.3),Connecticut,797.0
101,2015,Methadone (T40.3),Delaware,0.0
102,2015,Methadone (T40.3),District of Columbia,10.0
103,2015,Methadone (T40.3),Florida,0.0
104,2015,Methadone (T40.3),Georgia,612.0
105,2015,Methadone (T40.3),Hawaii,0.0
106,2015,Methadone (T40.3),Idaho,0.0
107,2015,Methadone (T40.3),Illinois,1035.0
108,2015,Methadone (T40.3),Indiana,0.0
109,2015,Methadone (T40.3),Iowa,241.0
110,2015,Methadone (T40.3),Kansas,0.0
111,2015,Methadone (T40.3),Kentucky,0.0
112,2015,Methadone (T40.3),Maine,461.0
113,2015,Methadone (T40.3),Maryland,2060.0
114,2015,Methadone (T40.3),Massachusetts,81.0
115,2015,Methadone (T40.3),Michigan,0.0
116,2015,Methadone (T40.3),Minnesota,0.0
117,2015,Methadone (T40.3),Mississippi,0.0
118,2015,Methadone (T40.3),Missouri,0.0
119,2015,Methadone (T40.3),Montana,0.0
120,2015,Methadone (T40.3),Nevada,696.0
121,2015,Methadone (T40.3),New Hampshire,317.0
122,2015,Methadone (T40.3),New Jersey,0.0
123,2015,Methadone (T40.3),New Mexico,463.0
124,2015,Methadone (T40.3),New York,1458.0
125,2015,Methadone (T40.3),North Carolina,1400.0
126,2015,Methadone (T40.3),Ohio,956.0
127,2015,Methadone (T40.3),Oklahoma,790.0
128,2015,Methadone (T40.3),Oregon,772.0
129,2015,Methadone (T40.3),Rhode Island,379.0
130,2015,Methadone (T40.3),South Carolina,791.0
131,2015,Methadone (T40.3),South Dakota,0.0
132,2015,Methadone (T40.3),Tennessee,635.0
133,2015,Methadone (T40.3),Texas,0.0
134,2015,Methadone (T40.3),Utah,538.0
135,2015,Methadone (T40.3),Vermont,0.0
136,2015,Methadone (T40.3),Virginia,1009.0
137,2015,Methadone (T40.3),Washington,1322.0
138,2015,Methadone (T40.3),West Virginia,422.0
139,2015,Methadone (T40.3),Wisconsin,163.0
140,2015,Methadone (T40.3),Wyoming,0.0
141,2015,Natural & semi-synthetic opioids (T40.2),Alabama,0.0
142,2015,Natural & semi-synthetic opioids (T40.2),Alaska,97.0
143,2015,Natural & semi-synthetic opioids (T40.2),Arizona,0.0
144,2015,Natural & semi-synthetic opioids (T40.2),Arkansas,0.0
145,2015,Natural & semi-synthetic opioids (T40.2),California,0.0
146,2015,Natural & semi-synthetic opioids (T40.2),Colorado,0.0
147,2015,Natural & semi-synthetic opioids (T40.2),Connecticut,2111.0
148,2015,Natural & semi-synthetic opioids (T40.2),Delaware,0.0
149,2015,Natural & semi-synthetic opioids (T40.2),District of Columbia,241.0
150,2015,Natural & semi-synthetic opioids (T40.2),Florida,0.0
151,2015,Natural & semi-synthetic opioids (T40.2),Georgia,2228.0
152,2015,Natural & semi-synthetic opioids (T40.2),Hawaii,0.0
153,2015,Natural & semi-synthetic opioids (T40.2),Idaho,0.0
154,2015,Natural & semi-synthetic opioids (T40.2),Illinois,2485.0
155,2015,Natural & semi-synthetic opioids (T40.2),Indiana,0.0
156,2015,Natural & semi-synthetic opioids (T40.2),Iowa,964.0
157,2015,Natural & semi-synthetic opioids (T40.2),Kansas,0.0
158,2015,Natural & semi-synthetic opioids (T40.2),Kentucky,0.0
159,2015,Natural & semi-synthetic opioids (T40.2),Maine,1178.0
160,2015,Natural & semi-synthetic opioids (T40.2),Maryland,4843.0
161,2015,Natural & semi-synthetic opioids (T40.2),Massachusetts,217.0
162,2015,Natural & semi-synthetic opioids (T40.2),Michigan,0.0
163,2015,Natural & semi-synthetic opioids (T40.2),Minnesota,0.0
164,2015,Natural & semi-synthetic opioids (T40.2),Mississippi,0.0
165,2015,Natural & semi-synthetic opioids (T40.2),Missouri,0.0
166,2015,Natural & semi-synthetic opioids (T40.2),Montana,0.0
167,2015,Natural & semi-synthetic opioids (T40.2),Nevada,2894.0
168,2015,Natural & semi-synthetic opioids (T40.2),New Hampshire,883.0
169,2015,Natural & semi-synthetic opioids (T40.2),New Jersey,0.0
170,2015,Natural & semi-synthetic opioids (T40.2),New Mexico,2310.0
171,2015,Natural & semi-synthetic opioids (T40.2),New York,5358.0
172,2015,Natural & semi-synthetic opioids (T40.2),North Carolina,6088.0
173,2015,Natural & semi-synthetic opioids (T40.2),Ohio,6229.0
174,2015,Natural & semi-synthetic opioids (T40.2),Oklahoma,3836.0
175,2015,Natural & semi-synthetic opioids (T40.2),Oregon,1696.0
176,2015,Natural & semi-synthetic opioids (T40.2),Rhode Island,1131.0
177,2015,Natural & semi-synthetic opioids (T40.2),South Carolina,3785.0
178,2015,Natural & semi-synthetic opioids (T40.2),South Dakota,79.0
179,2015,Natural & semi-synthetic opioids (T40.2),Tennessee,5558.0
180,2015,Natural & semi-synthetic opioids (T40.2),Texas,0.0
181,2015,Natural & semi-synthetic opioids (T40.2),Utah,4377.0
182,2015,Natural & semi-synthetic opioids (T40.2),Vermont,267.0
183,2015,Natural & semi-synthetic opioids (T40.2),Virginia,3464.0
184,2015,Natural & semi-synthetic opioids (T40.2),Washington,3295.0
185,2015,Natural & semi-synthetic opioids (T40.2),West Virginia,4518.0
186,2015,Natural & semi-synthetic opioids (T40.2),Wisconsin,537.0
187,2015,Natural & semi-synthetic opioids (T40.2),Wyoming,0.0
188,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Alabama,0.0
189,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Alaska,109.0
190,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Arizona,0.0
191,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Arkansas,0.0
192,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",California,0.0
193,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Colorado,0.0
194,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Connecticut,2734.0
195,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Delaware,0.0
196,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",District of Columbia,299.0
197,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Florida,0.0
198,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Georgia,2668.0
199,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Hawaii,0.0
200,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Idaho,0.0
201,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Illinois,3387.0
202,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Indiana,0.0
203,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Iowa,1133.0
204,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Kansas,0.0
205,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Kentucky,0.0
206,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Maine,1459.0
207,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Maryland,6344.0
208,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Massachusetts,291.0
209,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Michigan,0.0
210,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Minnesota,0.0
211,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Mississippi,0.0
212,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Missouri,0.0
213,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Montana,0.0
214,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Nevada,3398.0
215,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New Hampshire,1120.0
216,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New Jersey,0.0
217,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New Mexico,2682.0
218,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New York,6509.0
219,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",North Carolina,7116.0
220,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Ohio,6978.0
221,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Oklahoma,4496.0
222,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Oregon,2303.0
223,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Rhode Island,1446.0
224,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",South Carolina,4361.0
225,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",South Dakota,111.0
226,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Tennessee,6013.0
227,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Texas,0.0
228,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Utah,4710.0
229,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Vermont,348.0
230,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Virginia,4200.0
231,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Washington,4353.0
232,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",West Virginia,4825.0
233,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Wisconsin,646.0
234,2015,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Wyoming,0.0
235,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Alabama,0.0
236,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Alaska,130.0
237,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Arizona,0.0
238,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Arkansas,0.0
239,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",California,0.0
240,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Colorado,0.0
241,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Connecticut,4091.0
242,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Delaware,0.0
243,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",District of Columbia,492.0
244,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Florida,0.0
245,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Georgia,3664.0
246,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Hawaii,0.0
247,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Idaho,0.0
248,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Illinois,4949.0
249,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Indiana,0.0
250,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Iowa,1439.0
251,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Kansas,0.0
252,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Kentucky,0.0
253,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Maine,2188.0
254,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Maryland,8237.0
255,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Massachusetts,1136.0
256,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Michigan,0.0
257,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Minnesota,0.0
258,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Mississippi,0.0
259,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Missouri,0.0
260,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Montana,0.0
261,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Nevada,3622.0
262,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New Hampshire,3824.0
263,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New Jersey,0.0
264,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New Mexico,3031.0
265,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New York,9951.0
266,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",North Carolina,9497.0
267,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Ohio,14488.0
268,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Oklahoma,5179.0
269,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Oregon,2661.0
270,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Rhode Island,2383.0
271,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",South Carolina,5601.0
272,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",South Dakota,140.0
273,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Tennessee,7206.0
274,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Texas,0.0
275,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Utah,5109.0
276,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Vermont,576.0
277,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Virginia,6264.0
278,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Washington,4924.0
279,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",West Virginia,5932.0
280,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Wisconsin,794.0
281,2015,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Wyoming,0.0
282,2015,Number of Deaths,Alabama,607641.0
283,2015,Number of Deaths,Alaska,50086.0
284,2015,Number of Deaths,Arizona,642297.0
285,2015,Number of Deaths,Arkansas,368117.0
286,2015,Number of Deaths,California,3056952.0
287,2015,Number of Deaths,Colorado,441445.0
288,2015,Number of Deaths,Connecticut,366126.0
289,2015,Number of Deaths,Delaware,103231.0
290,2015,Number of Deaths,District of Columbia,68282.0
291,2015,Number of Deaths,Florida,2318771.0
292,2015,Number of Deaths,Georgia,955205.0
293,2015,Number of Deaths,Hawaii,133348.0
294,2015,Number of Deaths,Idaho,153781.0
295,2015,Number of Deaths,Illinois,1253456.0
296,2015,Number of Deaths,Indiana,759639.0
297,2015,Number of Deaths,Iowa,353743.0
298,2015,Number of Deaths,Kansas,307848.0
299,2015,Number of Deaths,Kentucky,550060.0
300,2015,Number of Deaths,Louisiana,530372.0
301,2015,Number of Deaths,Maine,168991.0
302,2015,Number of Deaths,Maryland,566202.0
303,2015,Number of Deaths,Massachusetts,701311.0
304,2015,Number of Deaths,Michigan,1134047.0
305,2015,Number of Deaths,Minnesota,512376.0
306,2015,Number of Deaths,Mississippi,367785.0
307,2015,Number of Deaths,Missouri,744471.0
308,2015,Number of Deaths,Montana,116009.0
309,2015,Number of Deaths,Nebraska,201792.0
310,2015,Number of Deaths,Nevada,277736.0
311,2015,Number of Deaths,New Hampshire,139941.0
312,2015,Number of Deaths,New Jersey,857584.0
313,2015,Number of Deaths,New Mexico,204766.0
314,2015,Number of Deaths,New York,1181726.0
315,2015,Number of Deaths,North Carolina,1069879.0
316,2015,Number of Deaths,North Dakota,83522.0
317,2015,Number of Deaths,Ohio,1416465.0
318,2015,Number of Deaths,Oklahoma,457525.0
319,2015,Number of Deaths,Oregon,422629.0
320,2015,Number of Deaths,Pennsylvania,1605327.0
321,2015,Number of Deaths,Rhode Island,123866.0
322,2015,Number of Deaths,South Carolina,551089.0
323,2015,Number of Deaths,South Dakota,93947.0
324,2015,Number of Deaths,Tennessee,838607.0
325,2015,Number of Deaths,Texas,2289797.0
326,2015,Number of Deaths,Utah,212365.0
327,2015,Number of Deaths,Vermont,68864.0
328,2015,Number of Deaths,Virginia,774031.0
329,2015,Number of Deaths,Washington,643835.0
330,2015,Number of Deaths,West Virginia,265538.0
331,2015,Number of Deaths,Wisconsin,614301.0
332,2015,Number of Deaths,Wyoming,53812.0
333,2015,Number of Drug Overdose Deaths,Alabama,8818.0
334,2015,Number of Drug Overdose Deaths,Alaska,1472.0
335,2015,Number of Drug Overdose Deaths,Arizona,14590.0
336,2015,Number of Drug Overdose Deaths,Arkansas,4616.0
337,2015,Number of Drug Overdose Deaths,California,56001.0
338,2015,Number of Drug Overdose Deaths,Colorado,11091.0
339,2015,Number of Drug Overdose Deaths,Connecticut,8451.0
340,2015,Number of Drug Overdose Deaths,Delaware,2391.0
341,2015,Number of Drug Overdose Deaths,District of Columbia,1447.0
342,2015,Number of Drug Overdose Deaths,Florida,36892.0
343,2015,Number of Drug Overdose Deaths,Georgia,15499.0
344,2015,Number of Drug Overdose Deaths,Hawaii,1884.0
345,2015,Number of Drug Overdose Deaths,Idaho,2570.0
346,2015,Number of Drug Overdose Deaths,Illinois,21218.0
347,2015,Number of Drug Overdose Deaths,Indiana,14427.0
348,2015,Number of Drug Overdose Deaths,Iowa,3471.0
349,2015,Number of Drug Overdose Deaths,Kansas,3926.0
350,2015,Number of Drug Overdose Deaths,Kentucky,14286.0
351,2015,Number of Drug Overdose Deaths,Louisiana,9800.0
352,2015,Number of Drug Overdose Deaths,Maine,2940.0
353,2015,Number of Drug Overdose Deaths,Maryland,14101.0
354,2015,Number of Drug Overdose Deaths,Massachusetts,17638.0
355,2015,Number of Drug Overdose Deaths,Michigan,23417.0
356,2015,Number of Drug Overdose Deaths,Minnesota,6669.0
357,2015,Number of Drug Overdose Deaths,Mississippi,3907.0
358,2015,Number of Drug Overdose Deaths,Missouri,13090.0
359,2015,Number of Drug Overdose Deaths,Montana,1527.0
360,2015,Number of Drug Overdose Deaths,Nebraska,1547.0
361,2015,Number of Drug Overdose Deaths,Nevada,7342.0
362,2015,Number of Drug Overdose Deaths,New Hampshire,4896.0
363,2015,Number of Drug Overdose Deaths,New Jersey,15849.0
364,2015,Number of Drug Overdose Deaths,New Mexico,6291.0
365,2015,Number of Drug Overdose Deaths,New York,19990.0
366,2015,Number of Drug Overdose Deaths,North Carolina,17006.0
367,2015,Number of Drug Overdose Deaths,North Dakota,799.0
368,2015,Number of Drug Overdose Deaths,Ohio,36893.0
369,2015,Number of Drug Overdose Deaths,Oklahoma,8944.0
370,2015,Number of Drug Overdose Deaths,Oregon,6129.0
371,2015,Number of Drug Overdose Deaths,Pennsylvania,36077.0
372,2015,Number of Drug Overdose Deaths,Rhode Island,3517.0
373,2015,Number of Drug Overdose Deaths,South Carolina,8692.0
374,2015,Number of Drug Overdose Deaths,South Dakota,727.0
375,2015,Number of Drug Overdose Deaths,Tennessee,16367.0
376,2015,Number of Drug Overdose Deaths,Texas,30794.0
377,2015,Number of Drug Overdose Deaths,Utah,7433.0
378,2015,Number of Drug Overdose Deaths,Vermont,1094.0
379,2015,Number of Drug Overdose Deaths,Virginia,11819.0
380,2015,Number of Drug Overdose Deaths,Washington,12643.0
381,2015,Number of Drug Overdose Deaths,West Virginia,8230.0
382,2015,Number of Drug Overdose Deaths,Wisconsin,10378.0
383,2015,Number of Drug Overdose Deaths,Wyoming,1229.0
384,2015,"Opioids (T40.0-T40.4,T40.6)",Alabama,0.0
385,2015,"Opioids (T40.0-T40.4,T40.6)",Alaska,165.0
386,2015,"Opioids (T40.0-T40.4,T40.6)",Arizona,0.0
387,2015,"Opioids (T40.0-T40.4,T40.6)",Arkansas,0.0
388,2015,"Opioids (T40.0-T40.4,T40.6)",California,0.0
389,2015,"Opioids (T40.0-T40.4,T40.6)",Colorado,0.0
390,2015,"Opioids (T40.0-T40.4,T40.6)",Connecticut,7164.0
391,2015,"Opioids (T40.0-T40.4,T40.6)",Delaware,0.0
392,2015,"Opioids (T40.0-T40.4,T40.6)",District of Columbia,1050.0
393,2015,"Opioids (T40.0-T40.4,T40.6)",Florida,0.0
394,2015,"Opioids (T40.0-T40.4,T40.6)",Georgia,4421.0
395,2015,"Opioids (T40.0-T40.4,T40.6)",Hawaii,0.0
396,2015,"Opioids (T40.0-T40.4,T40.6)",Idaho,0.0
397,2015,"Opioids (T40.0-T40.4,T40.6)",Illinois,13319.0
398,2015,"Opioids (T40.0-T40.4,T40.6)",Indiana,0.0
399,2015,"Opioids (T40.0-T40.4,T40.6)",Iowa,1944.0
400,2015,"Opioids (T40.0-T40.4,T40.6)",Kansas,0.0
401,2015,"Opioids (T40.0-T40.4,T40.6)",Kentucky,0.0
402,2015,"Opioids (T40.0-T40.4,T40.6)",Maine,2563.0
403,2015,"Opioids (T40.0-T40.4,T40.6)",Maryland,12081.0
404,2015,"Opioids (T40.0-T40.4,T40.6)",Massachusetts,1549.0
405,2015,"Opioids (T40.0-T40.4,T40.6)",Michigan,0.0
406,2015,"Opioids (T40.0-T40.4,T40.6)",Minnesota,0.0
407,2015,"Opioids (T40.0-T40.4,T40.6)",Mississippi,0.0
408,2015,"Opioids (T40.0-T40.4,T40.6)",Missouri,0.0
409,2015,"Opioids (T40.0-T40.4,T40.6)",Montana,0.0
410,2015,"Opioids (T40.0-T40.4,T40.6)",Nevada,4916.0
411,2015,"Opioids (T40.0-T40.4,T40.6)",New Hampshire,4454.0
412,2015,"Opioids (T40.0-T40.4,T40.6)",New Jersey,0.0
413,2015,"Opioids (T40.0-T40.4,T40.6)",New Mexico,4586.0
414,2015,"Opioids (T40.0-T40.4,T40.6)",New York,15855.0
415,2015,"Opioids (T40.0-T40.4,T40.6)",North Carolina,12645.0
